zoneamento;tam_terreno;forma_terreno;qualidade_geral;condicao;ano_construcao;qualidade_aquecedor;ar_condicionado;tam_primeiro_andar;tam_segundo_andar;tam_sala_estar;qtde_quartos;qualidade_cozinha;qtde_banheiros;qtde_comodos;qtde_lareiras;qtde_carros_garagem;tam_garagem;tam_piscina;qualidade_piscina;mes_venda;ano_venda;preco
RM;175.58667;Reg;6;5;1973;TA;Y;62.430816;50.725038;113.155854;3;TA;1;7;0;1;24.526392;0.0;NotAv;5;2007;458780.0
FV;910.728109;Reg;7;5;2005;Gd;Y;80.453998;83.798506;164.25250400000002;3;Gd;2;7;0;2;56.020509;0.0;NotAv;2;2008;920402.0
RL;851.9205099999999;Reg;5;7;1965;Ex;Y;112.78424199999999;0.0;112.78424199999999;2;TA;1;6;0;2;42.828283;0.0;NotAv;4;2007;568400.0
RL;1449.472606;IR1;7;8;1959;TA;Y;167.31830300000001;0.0;167.31830300000001;1;TA;2;6;2;2;44.965052;0.0;NotAv;3;2010;1173340.0
RL;214.42012400000002;Reg;6;5;1974;TA;Y;79.43206500000001;43.385701;122.81776599999999;3;TA;2;6;1;2;40.877320000000005;0.0;NotAv;6;2009;596820.0
RM;705.691188;Reg;5;5;1952;Gd;Y;89.18688;92.90299999999999;182.08988;4;TA;2;10;0;2;37.1612;0.0;NotAv;7;2009;505470.0
RL;887.5952619999999;IR1;8;5;1993;Ex;Y;98.941695;78.595938;177.537633;3;Gd;2;8;1;2;43.757313;0.0;NotAv;9;2006;872899.9999999999
FV;730.4033860000001;IR1;6;5;2009;Ex;Y;113.155854;0.0;113.155854;2;Gd;2;4;0;2;62.802428000000006;0.0;NotAv;9;2009;845697.9999999999
RM;891.8688;Reg;7;9;1928;Ex;Y;64.01016700000001;64.01016700000001;128.02033400000002;3;Gd;2;7;1;2;33.44508;0.0;NotAv;10;2008;653659.9999999999
RL;891.8688;Reg;5;6;1959;Ex;Y;96.712023;0.0;96.712023;3;TA;1;6;0;1;25.08381;0.0;NotAv;7;2009;505470.0
RL;1352.574777;Reg;5;7;1951;Ex;Y;126.62678899999999;0.0;126.62678899999999;2;TA;1;6;2;1;26.756064000000002;0.0;NotAv;6;2009;669493.9999999999
RL;630.997176;IR1;7;5;2005;Ex;Y;127.09130400000001;0.0;127.09130400000001;2;Gd;2;6;1;2;44.036021999999996;0.0;NotAv;3;2006;822819.8999999998
RL;845.4173;Reg;5;5;1958;TA;Y;80.268192;0.0;80.268192;3;TA;1;5;0;2;57.971472;0.0;NotAv;7;2006;527394.0
RL;853.4998609999999;Reg;6;5;1983;TA;Y;100.33524;0.0;100.33524;3;TA;1;5;0;2;44.965052;0.0;NotAv;6;2007;544040.0
RL;984.214382;Reg;5;5;1926;Fa;N;73.300467;0.0;73.300467;2;TA;1;5;0;1;18.5806;0.0;NotAv;6;2007;391790.0
RL;1135.27466;Reg;10;5;2009;Ex;Y;187.66406;0.0;187.66406;3;Ex;2;9;1;3;83.6127;0.0;NotAv;9;2009;1635615.66
RL;970.650544;IR1;6;6;1972;TA;Y;128.02033400000002;68.841123;196.861457;3;TA;2;7;1;2;54.162449;0.0;NotAv;8;2009;641479.9999999999
RL;948.353824;IR1;7;5;1996;Ex;Y;118.63713100000001;99.127501;217.76463199999998;3;Gd;2;7;1;3;82.590767;0.0;NotAv;7;2009;1075900.0
RL;885.458493;IR1;6;5;1998;Ex;Y;81.940446;84.913342;166.85378799999998;3;TA;2;7;0;2;50.725038;0.0;NotAv;5;2007;856659.9999999999
RL;1014.314954;Reg;7;9;1926;Ex;Y;118.544228;74.694012;193.23824;3;Gd;1;9;2;1;26.198646;0.0;NotAv;6;2009;950040.0
RL;1003.3524;Reg;4;7;1900;TA;N;64.474682;55.7418;120.21648200000001;3;TA;2;7;0;0;0.0;0.0;NotAv;8;2008;431375.0
RL;1113.721164;IR1;6;6;1957;Ex;Y;115.57133200000001;0.0;115.57133200000001;3;TA;1;6;2;1;31.215408;0.0;NotAv;5;2007;608999.9999999999
RM;464.515;Reg;6;7;1947;Ex;Y;93.274612;61.31598;154.590592;3;TA;2;7;2;2;39.019259999999996;0.0;NotAv;10;2006;645539.9999999999
RL;3724.852882;IR1;10;5;2007;Ex;Y;291.52961400000004;142.88481399999998;434.41442800000004;3;Ex;3;11;1;3;82.12625200000001;0.0;NotAv;10;2007;750084.9999999999
RL;1095.0476609999998;IR1;7;5;1996;Ex;Y;128.484849;94.296545;222.781394;3;Gd;2;8;1;3;77.48110199999998;0.0;NotAv;8;2007;1281944.9999999998
FV;696.7725;Reg;7;5;2005;Ex;Y;117.615198;0.0;117.615198;3;Gd;2;6;1;2;42.085059;0.0;NotAv;4;2006;714559.9999999999
RL;1235.6099;Reg;5;7;1956;TA;Y;86.213984;0.0;86.213984;2;TA;1;4;0;1;23.411556;0.0;NotAv;6;2007;535920.0
RL;1388.714044;IR1;9;5;2008;Ex;Y;137.124828;114.92101100000001;252.045839;3;Ex;2;11;1;3;79.710774;0.0;NotAv;11;2008;1811819.66
RL;845.231494;IR1;4;7;1920;Ex;Y;56.206315000000004;0.0;56.206315000000004;2;TA;1;5;0;0;0.0;0.0;NotAv;7;2007;349159.99999999994
RL;3034.955204;IR1;6;3;1957;TA;Y;233.651045;0.0;233.651045;4;TA;3;9;2;2;44.965052;0.0;NotAv;3;2007;814533.44
RL;947.6106;Reg;6;5;1988;Ex;Y;140.190627;0.0;140.190627;3;Gd;2;5;1;2;55.7418;0.0;NotAv;8;2008;710499.9999999999
RM;571.8179650000001;IR1;6;8;1920;Ex;Y;69.77015300000001;56.763732999999995;126.53388600000001;3;TA;2;6;0;2;46.637306;0.0;NotAv;6;2008;519680.0
RL;668.9016;Reg;5;7;1955;Ex;Y;76.830781;0.0;76.830781;2;TA;1;5;1;1;36.417976;0.0;NotAv;4;2010;436450.0
RL;464.515;Reg;1;3;1946;Fa;N;31.029602;0.0;31.029602;1;Fa;1;2;0;0;0.0;0.0;NotAv;1;2007;159557.99999999994
RL;841.329568;IR1;8;5;2004;Ex;Y;65.68242099999999;65.68242099999999;131.36484199999998;3;Gd;2;6;1;2;37.439909;0.0;NotAv;10;2006;722679.9999999999
RL;650.321;Reg;5;7;1910;TA;Y;76.18046;48.959881;125.140341;3;TA;1;5;0;0;0.0;0.0;NotAv;1;2008;436450.0
RL;829.066372;IR1;7;5;1998;Ex;Y;81.75464000000001;78.41013199999999;160.164772;3;Gd;2;8;0;2;48.959881;0.0;NotAv;7;2008;763279.9999999999
RL;1183.119705;IR1;4;5;1972;TA;Y;80.268192;0.0;80.268192;3;TA;1;5;0;2;53.512128000000004;0.0;NotAv;4;2008;451675.0
RL;1073.308359;IR1;5;5;1968;TA;Y;107.674577;0.0;107.674577;3;TA;1;7;1;1;31.215408;0.0;NotAv;7;2006;641479.9999999999
RL;1061.230969;Reg;8;5;2001;Ex;Y;148.737703;0.0;148.737703;3;Gd;2;6;1;2;62.24501;0.0;NotAv;5;2010;1104320.0
RL;1356.476703;Reg;9;5;2006;Ex;Y;170.75571399999998;0.0;170.75571399999998;2;Ex;2;8;1;3;71.07079499999999;0.0;NotAv;3;2009;1278899.9999999998
RL;1021.933;Reg;8;5;2000;Ex;Y;92.624291;119.65906399999999;212.28335499999997;4;Gd;2;8;1;3;60.20114399999999;0.0;NotAv;6;2007;1006880.0
RL;942.0364199999999;Reg;7;5;1998;Ex;Y;156.07703999999998;0.0;156.07703999999998;3;Gd;2;7;1;2;54.162449;0.0;NotAv;6;2009;865794.9999999999
RH;377.000374;Reg;7;5;1998;Ex;Y;71.256601;0.0;71.256601;1;TA;1;4;0;1;34.095401;0.0;NotAv;6;2007;539980.0
RL;1589.012912;IR1;7;5;2006;Ex;Y;61.687592;77.295296;138.982888;3;Gd;2;7;1;2;39.576678;0.0;NotAv;9;2006;729439.8999999998
RL;1285.498811;IR1;7;5;1988;Gd;Y;127.927431;74.879818;202.807249;4;Gd;2;9;0;3;73.02175799999999;0.0;NotAv;2;2006;929740.0
RL;811.6935110000001;IR1;6;7;1923;Ex;Y;85.00624499999998;66.89016;151.89640500000002;3;TA;1;6;1;2;40.877320000000005;0.0;NotAv;5;2007;852599.9999999999
RL;672.989332;Reg;5;7;1970;Ex;Y;71.34950400000001;0.0;71.34950400000001;2;TA;1;5;0;2;57.971472;0.0;NotAv;4;2007;525770.0
RM;765.056205;IR1;5;7;1955;TA;Y;76.644975;0.0;76.644975;2;TA;1;4;0;2;66.89016;0.0;NotAv;6;2008;507500.0
FV;870.965625;Reg;7;5;2003;Ex;Y;84.727536;109.811346;194.538882;4;Gd;2;8;1;2;57.135344999999994;0.0;NotAv;11;2009;1067780.0
RL;375.606829;Reg;6;6;1977;TA;Y;99.313307;0.0;99.313307;2;TA;2;4;0;2;40.877320000000005;0.0;NotAv;10;2008;568400.0
RM;557.418;Reg;5;6;1957;Gd;Y;86.213984;0.0;86.213984;3;TA;1;5;0;1;26.756064000000002;0.0;NotAv;6;2008;456750.0
RL;1035.496838;IR1;8;5;2006;Ex;Y;159.514451;0.0;159.514451;3;Gd;2;7;1;3;84.355924;0.0;NotAv;7;2009;1037330.0
RL;815.409631;Reg;4;5;1949;Ex;Y;104.608778;0.0;104.608778;2;Gd;2;5;0;2;48.30956;0.0;NotAv;5;2009;438480.0
RL;987.094375;Reg;7;5;2003;Ex;Y;93.460418;96.61912;190.079538;3;Gd;2;8;1;3;80.918513;0.0;NotAv;8;2008;1153040.0
RM;592.72114;Reg;5;6;1922;TA;Y;97.362344;0.0;97.362344;2;TA;1;5;1;1;26.01284;0.0;NotAv;8;2006;458780.0
RL;1379.60955;IR1;5;5;1957;TA;Y;101.450076;0.0;101.450076;2;TA;1;6;1;1;27.777996999999996;0.0;NotAv;5;2006;572460.0
C (all);1025.64912;Reg;4;6;1920;Gd;Y;83.333991;40.784417;124.118408;3;TA;1;7;0;1;52.95471;0.0;NotAv;9;2006;438480.0
RL;2031.974416;IR2;7;5;1996;Ex;Y;67.726287;66.611451;134.337738;3;TA;2;6;1;2;37.718618;0.0;NotAv;8;2008;710499.9999999999
RL;296.917988;Reg;7;5;2003;Ex;Y;144.649971;0.0;144.649971;2;Gd;2;7;1;2;39.019259999999996;0.0;NotAv;10;2006;950040.0
RL;1053.6129230000001;IR1;5;6;1957;TA;Y;129.320976;0.0;129.320976;3;TA;1;5;1;2;49.052784;0.0;NotAv;5;2010;493290.0
RL;929.9590300000001;Reg;5;5;1974;Gd;Y;129.04226699999998;0.0;129.04226699999998;2;TA;1;6;1;2;38.833453999999996;0.0;NotAv;4;2006;690199.9999999999
RL;1292.002021;Reg;5;6;1940;Ex;Y;92.531388;0.0;92.531388;3;TA;1;6;1;0;0.0;0.0;NotAv;7;2008;438480.0
RL;2023.42734;Reg;6;7;1918;Ex;Y;108.04618899999998;47.473433;155.519622;4;TA;2;8;1;2;36.789588;0.0;NotAv;7;2008;751099.9999999999
RL;1239.883438;IR1;7;5;1992;Ex;Y;108.324898;104.88748700000001;213.212385;4;Gd;2;9;1;2;54.81276999999999;0.0;NotAv;7;2006;1088080.0
RL;637.128774;Reg;6;4;1915;TA;N;78.131423;74.879818;153.01124099999998;4;Fa;1;6;0;1;20.067048;0.0;NotAv;5;2010;519680.0
RL;1040.327794;IR1;9;5;2005;Ex;Y;105.352002;127.27711000000001;232.62911200000002;4;Ex;2;11;1;3;60.944368000000004;0.0;NotAv;6;2008;1319499.9999999998
RL;944.916413;IR1;7;5;2004;Ex;Y;142.606105;0.0;142.606105;3;Gd;2;7;0;2;49.424396;0.0;NotAv;3;2010;868839.9999999999
RL;1145.215281;IR1;8;8;1983;Ex;Y;138.982888;59.086307999999995;198.069196;1;Gd;1;5;1;2;56.856636;0.0;NotAv;9;2009;1285395.9999999998
RL;653.293896;IR1;5;5;1979;TA;Y;87.607529;0.0;87.607529;2;TA;1;4;2;2;55.7418;0.0;NotAv;12;2006;551997.6
RL;1217.122203;IR1;5;5;1965;TA;Y;160.536384;0.0;160.536384;6;TA;2;10;0;2;53.512128000000004;0.0;NotAv;11;2008;578956.0
RL;681.164796;Reg;6;6;1959;Ex;Y;80.268192;0.0;80.268192;2;Gd;1;4;0;1;26.756064000000002;0.0;NotAv;10;2006;487200.0
RL;1222.510577;IR1;7;5;2009;Gd;Y;78.595938;78.595938;157.191876;3;Gd;2;6;0;2;60.38695;0.0;NotAv;7;2009;911470.0
RL;925.964201;IR1;7;5;2000;Ex;Y;71.906922;60.944368000000004;132.85128999999998;3;TA;2;8;1;2;37.1612;0.0;NotAv;12;2007;690199.9999999999
RL;975.4815;Reg;5;7;1971;TA;Y;53.512128000000004;49.517299;103.029427;3;TA;1;5;0;1;26.756064000000002;0.0;NotAv;12;2007;564340.0
RL;787.81744;Reg;5;5;1947;TA;Y;77.295296;35.674752000000005;112.97004799999999;2;TA;1;6;0;1;31.215408;0.0;NotAv;10;2008;481110.0
RL;584.545676;Reg;7;7;1928;Gd;Y;81.475931;55.7418;137.21773100000001;3;TA;2;6;1;1;20.067048;0.0;NotAv;8;2009;588700.0
RL;1094.118631;IR1;5;6;1966;Ex;Y;122.63196;0.0;122.63196;3;TA;1;6;2;2;52.397292;0.0;NotAv;5;2006;667869.9999999999
FV;334.822412;Reg;7;5;2007;Ex;Y;65.31080899999999;64.01016700000001;129.320976;2;Gd;2;5;0;2;50.16762;0.0;NotAv;2;2008;592760.0
RM;1128.77145;Reg;5;5;1954;Ex;N;97.54815;69.212735;166.760885;4;TA;2;7;0;1;32.701856;0.0;NotAv;11;2008;533890.0
RL;1354.9902550000002;IR1;6;6;1960;Ex;Y;132.758387;0.0;132.758387;3;Gd;1;7;2;2;53.140516000000005;0.0;NotAv;6;2007;738513.9999999999
RL;1180.2397119999998;Reg;8;5;2008;Ex;Y;189.70792600000001;0.0;189.70792600000001;3;Ex;2;8;1;3;129.13517;0.0;NotAv;8;2009;1028369.58
RL;1100.064423;Reg;6;5;1990;TA;Y;75.808848;0.0;75.808848;3;TA;1;5;0;0;0.0;0.0;NotAv;5;2007;481110.0
RM;1254.1905;Reg;10;9;1893;Gd;Y;141.30546299999997;116.50036200000001;257.805825;3;Gd;3;9;1;2;81.75464000000001;0.0;NotAv;7;2008;1319499.9999999998
RM;568.5663599999999;Reg;4;7;1935;Ex;Y;91.881067;54.255352;146.136419;3;Gd;1;6;0;1;22.29672;0.0;NotAv;7;2009;539980.0
RL;1063.089029;Reg;8;5;2005;Ex;Y;188.407284;0.0;188.407284;2;Gd;2;7;2;3;81.75464000000001;0.0;NotAv;3;2006;1501793.9999999998
RL;953.835101;Reg;6;7;1918;Ex;Y;77.852714;0.0;77.852714;2;Fa;1;5;0;1;25.548325;0.0;NotAv;5;2008;527800.0
RL;811.97222;IR1;5;6;1982;TA;Y;79.89658;0.0;79.89658;2;TA;1;4;0;2;49.052784;0.0;NotAv;7;2009;556220.0
RL;2331.4007850000003;IR1;5;8;1968;Ex;Y;136.846119;0.0;136.846119;1;Ex;1;5;2;1;41.992156;0.0;NotAv;6;2009;580580.0
RM;845.4173;Reg;5;6;1930;TA;Y;72.371437;0.0;86.864305;2;TA;1;4;0;1;28.614124;0.0;NotAv;8;2008;322769.99999999994
RL;772.95296;Reg;7;5;2004;Ex;Y;71.53531;75.437236;146.972546;3;Gd;2;6;0;2;48.30956;0.0;NotAv;9;2008;754753.9999999999
RL;1252.146634;IR1;10;5;2008;Ex;Y;160.536384;52.768904000000006;213.305288;3;Ex;2;10;1;3;78.224326;0.0;NotAv;6;2009;1834917.0
RL;613.1598;Reg;5;8;1982;Ex;Y;75.808848;0.0;75.808848;2;TA;1;4;0;2;75.808848;0.0;NotAv;6;2008;560280.0
RM;412.02480499999996;Reg;6;5;2003;Ex;Y;78.78174399999999;0.0;78.78174399999999;1;Gd;1;4;0;2;39.019259999999996;0.0;NotAv;5;2009;568400.0
RL;742.29497;IR1;5;6;1975;TA;Y;85.842372;0.0;85.842372;3;TA;1;5;0;1;26.01284;0.0;NotAv;4;2008;446600.0
RL;1049.989706;IR1;8;5;2005;Ex;Y;169.64087800000001;0.0;169.64087800000001;3;Gd;2;7;1;3;70.420474;0.0;NotAv;8;2006;1295139.9999999998
RM;334.4508;Reg;6;7;1910;Ex;N;63.545652000000004;63.545652000000004;127.09130400000001;3;TA;1;7;0;1;20.067048;0.0;NotAv;10;2006;464886.23999999993
RL;364.365566;Reg;7;5;2006;Ex;Y;130.250006;0.0;130.250006;2;Gd;0;7;1;3;60.20114399999999;0.0;NotAv;2;2007;788456.0599999998
RL;1206.252552;Reg;5;6;1977;Ex;Y;153.01124099999998;0.0;153.01124099999998;3;Gd;2;7;1;2;57.692763;0.0;NotAv;3;2006;883049.9999999999
RM;181.16085;Reg;6;6;1980;TA;Y;66.518548;78.03851999999999;144.557068;3;TA;2;6;1;2;41.992156;0.0;NotAv;7;2008;613059.9999999999
RL;1015.1510810000001;Reg;8;5;2005;Ex;Y;98.291374;78.595938;176.887312;3;Ex;2;8;1;2;68.37660799999999;0.0;NotAv;6;2006;1116500.0
RM;836.127;Reg;6;6;1937;TA;Y;72.46433999999998;55.277285;127.741625;3;Gd;1;6;1;1;50.539232;0.0;NotAv;12;2007;572460.0
RL;932.839023;IR1;8;5;1992;Ex;Y;86.121081;91.788164;177.909245;3;Gd;2;8;1;2;47.008918;0.0;NotAv;2;2006;893199.9999999999
FV;295.617346;Reg;7;5;2004;Ex;Y;55.7418;55.7418;111.4836;2;Gd;2;4;0;2;44.59344;0.0;NotAv;6;2010;613059.9999999999
RL;1189.437109;IR1;7;5;2002;Ex;Y;138.79708200000002;0.0;138.79708200000002;3;Gd;2;6;1;2;49.23859;0.0;NotAv;9;2008;897259.9999999999
RL;1263.4808;Reg;7;6;1965;TA;Y;110.18295800000001;74.3224;184.505358;3;TA;2;7;3;2;45.150858;0.0;NotAv;10;2009;832299.9999999999
RL;1157.942992;IR2;5;5;1996;Gd;Y;96.61912;0.0;96.61912;3;Gd;1;6;0;2;53.512128000000004;0.0;NotAv;11;2009;617119.9999999999
RL;724.6434;Reg;5;8;1948;Ex;Y;103.308136;83.241088;186.549224;3;Ex;3;8;0;1;21.36769;0.0;NotAv;8;2006;913500.0
RL;1130.4437039999998;Reg;8;6;1934;TA;Y;180.23182;116.50036200000001;296.73218199999997;4;TA;2;10;2;2;35.30314;0.0;NotAv;9;2007;1457945.9999999998
RL;737.928529;Reg;4;5;1961;Gd;Y;95.597187;0.0;95.597187;3;TA;1;5;0;1;24.247683;0.0;NotAv;4;2007;481110.0
RL;1026.57815;Reg;9;5;2000;Ex;Y;137.124828;62.895331000000006;200.020159;3;Ex;2;8;2;3;68.37660799999999;0.0;NotAv;5;2009;1270779.9999999998
RL;965.726685;IR1;6;6;1978;TA;Y;95.875896;0.0;95.875896;3;TA;2;6;1;2;52.397292;0.0;NotAv;7;2007;600880.0
RL;1104.152155;Reg;8;5;2001;Ex;Y;120.68099699999999;53.233419;173.914416;3;Ex;2;7;1;2;49.331493;0.0;NotAv;11;2009;1061690.0
RL;780.571006;Reg;5;5;2007;Ex;Y;104.05136;0.0;104.05136;3;TA;1;6;0;0;0.0;0.0;NotAv;12;2007;596820.0
RM;138.518373;Reg;4;6;1972;Ex;Y;58.528890000000004;0.0;58.528890000000004;1;TA;1;3;0;0;0.0;0.0;NotAv;5;2010;306529.99999999994
RL;817.5464;Reg;6;7;1963;Ex;Y;97.919762;0.0;97.919762;3;Gd;1;6;0;2;44.59344;0.0;NotAv;5;2010;558250.0
RL;730.310483;IR1;6;5;2002;Ex;Y;74.97272099999998;65.217906;140.190627;3;Gd;2;7;1;2;36.510878999999996;0.0;NotAv;6;2006;743791.9999999999
RL;671.4099809999999;Reg;6;6;1954;Gd;Y;77.295296;0.0;77.295296;2;Gd;1;4;0;2;49.052784;0.0;NotAv;6;2008;428330.0
RL;1086.407682;Reg;9;5;2007;Ex;Y;169.826684;0.0;169.826684;3;Gd;2;9;1;3;71.906922;0.0;NotAv;7;2007;1278140.7799999998
RL;1137.504332;Reg;8;5;2003;Ex;Y;137.682246;72.46433999999998;210.146586;4;Gd;2;10;2;3;69.584347;0.0;NotAv;8;2008;1238299.9999999998
RL;766.263944;Reg;3;3;1914;TA;N;80.268192;0.0;80.268192;2;TA;1;5;0;0;0.0;0.0;NotAv;9;2008;272020.0
RL;1003.3524;Reg;6;7;1974;TA;Y;143.813844;99.034598;242.848442;4;TA;2;9;1;2;57.971472;0.0;NotAv;6;2008;974400.0
RL;656.266792;Reg;5;6;1977;TA;Y;91.04494;0.0;91.04494;3;TA;1;6;0;2;44.965052;0.0;NotAv;7;2009;548100.0
FV;196.675651;Reg;6;5;2000;Ex;Y;70.234668;70.234668;140.469336;2;Gd;2;4;1;2;40.877320000000005;0.0;NotAv;6;2007;684109.9999999999
RL;966.1912;Reg;6;5;1972;Gd;Y;94.017836;72.278534;166.29637;4;TA;1;8;1;2;44.965052;0.0;NotAv;11;2006;670508.9999999999
RL;929.03;IR1;6;6;1962;TA;Y;103.679748;0.0;103.679748;3;TA;1;5;0;2;40.877320000000005;0.0;NotAv;2;2010;649599.9999999999
RL;1146.608826;IR1;5;5;1960;TA;Y;132.10806599999998;0.0;132.10806599999998;3;TA;1;6;1;1;26.570258000000003;0.0;NotAv;8;2007;567994.0
RL;891.8688;Reg;6;6;1955;Ex;Y;141.21256;0.0;141.21256;3;TA;1;7;2;1;33.816691999999996;0.0;NotAv;3;2010;621179.9999999999
RL;1078.2322179999999;IR1;5;5;1969;TA;Y;96.61912;96.61912;193.23824;5;Fa;1;9;2;2;46.823112;0.0;NotAv;9;2007;548100.0
RL;837.98506;Reg;6;5;1964;TA;Y;125.41905;0.0;125.41905;3;TA;1;6;0;2;48.30956;0.0;NotAv;6;2008;684109.9999999999
RM;836.127;Reg;5;6;1880;TA;Y;101.171367;61.408882999999996;162.58025;3;Ex;1;8;0;1;22.29672;0.0;NotAv;6;2006;503440.0
RL;426.42477;Reg;8;5;2006;Ex;Y;144.371262;0.0;144.371262;2;Gd;2;6;1;2;58.250181000000005;0.0;NotAv;8;2007;850569.9999999999
RL;1105.5457;Reg;7;5;1977;TA;Y;131.08613300000002;0.0;131.08613300000002;3;TA;2;6;1;2;50.539232;0.0;NotAv;4;2009;334949.99999999994
RL;859.35275;Reg;5;7;1954;TA;Y;98.105568;0.0;98.105568;3;TA;1;6;0;1;24.15478;0.0;NotAv;7;2007;565964.0
RL;648.370037;Reg;6;5;1980;Gd;Y;98.105568;0.0;98.105568;0;TA;0;4;0;2;53.512128000000004;0.0;NotAv;6;2010;584640.0
RH;1012.2710880000001;Reg;6;7;1914;Ex;Y;133.78032;133.78032;315.405685;8;Fa;2;14;0;0;0.0;0.0;NotAv;3;2007;811999.9999999999
RM;568.5663599999999;Reg;2;3;1936;Fa;N;74.3224;0.0;74.3224;1;Fa;1;4;1;0;0.0;0.0;NotAv;1;2009;243600.0
RM;557.418;Reg;5;4;1954;TA;Y;75.34433299999999;53.512128000000004;128.85646100000002;3;Gd;2;7;0;1;23.783168;0.0;NotAv;11;2009;377580.0
RL;815.409631;Reg;5;7;1910;Gd;Y;73.950788;0.0;73.950788;2;TA;1;4;0;0;0.0;0.0;NotAv;5;2008;345099.99999999994
RL;369.939746;Reg;8;5;2006;Ex;Y;145.579001;0.0;145.579001;1;Ex;2;7;1;3;60.20114399999999;0.0;NotAv;10;2006;1074117.66
RL;1177.731331;IR1;8;5;2003;Ex;Y;141.026754;0.0;141.026754;1;Ex;1;6;1;2;54.626964;0.0;NotAv;4;2008;1112440.0
FV;654.96615;Reg;7;5;2001;Ex;Y;98.198471;81.011416;179.209887;3;Gd;2;7;1;2;60.38695;0.0;NotAv;5;2007;917560.0
RL;1287.6355800000001;Reg;8;7;1972;Gd;Y;185.80599999999998;65.403712;251.20971200000002;4;Ex;2;9;3;2;49.981814;0.0;NotAv;7;2009;1400699.9999999998
RL;1002.7020789999999;Reg;5;5;1969;Ex;Y;72.46433999999998;78.03851999999999;150.50286;4;TA;2;7;0;2;42.921186;0.0;NotAv;4;2007;617119.9999999999
FV;853.4998609999999;Reg;9;5;2009;Ex;Y;164.066698;0.0;164.066698;2;Ex;2;7;1;3;44.407634;0.0;NotAv;10;2009;1505764.68
RL;978.26859;IR1;6;5;1971;TA;Y;91.137843;0.0;91.137843;3;TA;1;5;0;2;53.512128000000004;0.0;NotAv;3;2007;581595.0
RL;668.9016;Reg;5;5;1950;Gd;Y;97.362344;0.0;97.362344;3;TA;1;7;0;2;39.019259999999996;0.0;NotAv;7;2008;399098.0
RL;971.022156;IR1;6;5;1953;Ex;Y;101.635882;0.0;101.635882;3;TA;1;5;2;2;45.986985;0.0;NotAv;6;2008;629299.9999999999
RL;715.3531;Reg;6;5;1966;TA;Y;97.641053;73.207564;170.848617;4;TA;1;7;1;2;41.063126000000004;0.0;NotAv;6;2010;629299.9999999999
RM;179.860208;Reg;4;6;1970;Gd;Y;58.528890000000004;0.0;58.528890000000004;1;TA;1;3;0;0;0.0;0.0;NotAv;12;2007;343069.99999999994
FV;754.836875;Reg;7;6;2007;Ex;Y;76.36626600000001;78.317229;154.683495;3;Gd;2;7;0;2;52.211486;0.0;NotAv;5;2008;836156.9999999999
RL;843.930852;Reg;4;5;1940;TA;Y;70.141765;70.141765;140.28353;4;TA;1;7;1;1;27.499288;0.0;NotAv;10;2009;438480.0
RL;812.90125;Reg;7;5;1996;Ex;Y;84.44882700000001;74.97272099999998;159.421548;2;Gd;2;7;1;2;47.566336;0.0;NotAv;7;2009;775459.9999999999
RM;958.75896;Reg;6;7;1906;Ex;Y;70.234668;66.239839;136.47450700000002;3;TA;1;7;0;1;20.067048;0.0;NotAv;6;2008;548100.0
RL;969.628611;IR1;8;6;1995;Ex;Y;196.304039;0.0;196.304039;2;Gd;2;7;1;3;77.945617;0.0;NotAv;8;2008;1420999.9999999998
RM;156.07703999999998;Reg;6;5;1971;TA;Y;48.774075;52.676001;101.450076;3;TA;1;6;0;1;24.526392;0.0;NotAv;3;2010;357279.99999999994
RL;929.680321;IR1;5;7;1959;Ex;Y;97.826859;0.0;97.826859;3;Gd;1;5;0;1;28.985736;0.0;NotAv;8;2008;590730.0
RL;668.9016;Reg;7;6;1931;TA;Y;79.06045300000001;60.479853000000006;139.54030600000002;3;TA;1;6;1;1;25.08381;0.0;NotAv;2;2008;604939.9999999999
RL;1626.081209;Reg;6;5;1948;TA;Y;84.727536;50.725038;135.452574;3;TA;1;6;1;1;30.65799;0.0;NotAv;1;2010;395850.0
RL;923.177111;Reg;5;7;1964;Ex;Y;138.05385800000002;0.0;138.05385800000002;3;TA;1;7;0;2;44.59344;0.0;NotAv;3;2009;678019.9999999999
RL;1150.510752;Reg;7;7;1976;TA;Y;106.095226;73.67207900000001;179.767305;3;TA;2;7;1;2;51.09665;0.0;NotAv;11;2007;803473.9999999999
RL;4328.257867;IR2;8;7;1994;Ex;Y;156.634458;70.792086;227.426544;4;Gd;2;8;1;3;66.05403299999999;0.0;NotAv;7;2009;1632119.9999999998
RL;1259.76468;Reg;6;3;1968;Gd;Y;129.320976;0.0;129.320976;2;TA;1;5;2;2;53.512128000000004;0.0;NotAv;7;2009;446600.0
RL;930.144836;Reg;4;5;1972;TA;Y;109.718443;0.0;109.718443;3;TA;2;6;0;2;54.626964;0.0;NotAv;4;2008;558250.0
RL;1941.301088;IR2;8;5;2005;Ex;Y;194.817591;0.0;194.817591;1;Ex;1;8;1;3;105.352002;0.0;NotAv;1;2006;1717379.9999999998
RL;1039.9561820000001;IR1;8;5;2000;Ex;Y;135.080962;44.779246;179.860208;3;Gd;2;7;1;2;46.823112;0.0;NotAv;11;2006;935830.0
RL;1714.06035;IR1;6;5;1965;TA;Y;136.102895;85.00624499999998;221.10914;3;TA;2;7;1;2;55.370188;0.0;NotAv;8;2007;523740.0
